Model,Station,Horizon,MAE,RMSE,R2,MBE,IA
C1_XGBoost_pfxf,MzWarWokalna,16,3.9651,5.8689,0.5614,-0.2327,0.8529
C1_HGB_pfxf,MzWarWokalna,16,4.0063,5.8862,0.5588,-0.1866,0.8537
C1_XGBoost_pfxf,MzWarWokalna,17,4.0076,5.9269,0.554,-0.2237,0.849
C1_HGB_pfxf,MzWarWokalna,17,4.0059,5.91,0.5565,-0.1561,0.8518
C1_XGBoost_pfxf,MzWarWokalna,18,4.0381,5.9822,0.5452,-0.1783,0.8456
C1_HGB_pfxf,MzWarWokalna,18,4.014,5.9514,0.5499,-0.1208,0.8493
C1_XGBoost_pfxf,MzWarWokalna,19,4.0578,6.0392,0.5357,-0.0682,0.8453
C1_HGB_pfxf,MzWarWokalna,19,4.0227,5.909,0.5555,-0.1082,0.8505
C1_XGBoost_pfxf,MzWarWokalna,20,4.0886,6.0748,0.5305,-0.038,0.843
C1_HGB_pfxf,MzWarWokalna,20,4.0558,5.9676,0.5469,-0.0372,0.8496
C1_XGBoost_pfxf,MzWarWokalna,21,4.0771,6.0754,0.5312,-0.0604,0.8437
C1_HGB_pfxf,MzWarWokalna,21,4.0877,6.0531,0.5346,-0.0863,0.8428
C1_XGBoost_pfxf,MzWarWokalna,22,4.0757,6.0459,0.5362,0.0572,0.8477
C1_HGB_pfxf,MzWarWokalna,22,4.0877,6.0271,0.5391,-0.0419,0.8444
C1_XGBoost_pfxf,MzWarWokalna,23,4.0742,6.0735,0.5331,-0.0406,0.8433
C1_HGB_pfxf,MzWarWokalna,23,4.1166,6.0974,0.5294,-0.1046,0.8407
C1_XGBoost_pfxf,MzWarWokalna,24,4.1024,6.1057,0.5283,-0.0567,0.8403
C1_HGB_pfxf,MzWarWokalna,24,4.1263,6.1088,0.5278,-0.1354,0.8393
C2_CNN_LSTM_pfxf,MzWarWokalna,1,2.7844,4.0005,0.7946,-0.6,0.9374
C2_CNN_LSTM_pfxf,MzWarWokalna,2,3.0343,4.3224,0.7597,-0.1513,0.929
C2_CNN_LSTM_pfxf,MzWarWokalna,3,3.3163,4.723,0.7126,-0.1532,0.9137
C2_CNN_LSTM_pfxf,MzWarWokalna,4,3.5761,5.0895,0.6656,-0.0823,0.8993
C2_CNN_LSTM_pfxf,MzWarWokalna,5,3.7828,5.4181,0.6201,-0.2768,0.8855
C2_CNN_LSTM_pfxf,MzWarWokalna,6,3.9803,5.7329,0.5739,-0.0645,0.8734
C2_CNN_LSTM_pfxf,MzWarWokalna,7,4.0538,5.8644,0.5534,-0.0334,0.8692
C2_CNN_LSTM_pfxf,MzWarWokalna,8,4.1604,6.0533,0.5235,0.2472,0.8643
C2_CNN_LSTM_pfxf,MzWarWokalna,9,4.2147,6.1507,0.5071,0.1935,0.8603
C2_CNN_LSTM_pfxf,MzWarWokalna,10,4.2639,6.2423,0.4921,0.2343,0.8556
C2_CNN_LSTM_pfxf,MzWarWokalna,11,4.2866,6.3017,0.4841,0.1433,0.8532
C2_CNN_LSTM_pfxf,MzWarWokalna,12,4.185,6.1615,0.5083,-0.2282,0.8552
C2_CNN_LSTM_pfxf,MzWarWokalna,13,4.1978,6.2057,0.5026,-0.2398,0.8536
C2_CNN_LSTM_pfxf,MzWarWokalna,14,4.1891,6.2042,0.5041,-0.3202,0.8524
C2_CNN_LSTM_pfxf,MzWarWokalna,15,4.1545,6.1459,0.5146,-0.4001,0.8533
C2_CNN_LSTM_pfxf,MzWarWokalna,16,4.1644,6.1749,0.5107,-0.3713,0.8531
C2_CNN_LSTM_pfxf,MzWarWokalna,17,4.1215,6.1091,0.5214,-0.8768,0.8489
C2_CNN_LSTM_pfxf,MzWarWokalna,18,4.1038,6.1073,0.5207,-0.7159,0.8498
C2_CNN_LSTM_pfxf,MzWarWokalna,19,4.0918,6.0915,0.5211,-0.7017,0.8516
C2_CNN_LSTM_pfxf,MzWarWokalna,20,4.1164,6.1111,0.517,-0.3445,0.8553
C2_CNN_LSTM_pfxf,MzWarWokalna,21,4.1246,6.1174,0.5157,-0.2663,0.8554
C2_CNN_LSTM_pfxf,MzWarWokalna,22,4.1605,6.1861,0.5047,-0.0316,0.8579
C2_CNN_LSTM_pfxf,MzWarWokalna,23,4.136,6.1601,0.5096,-0.2208,0.8555
C2_CNN_LSTM_pfxf,MzWarWokalna,24,4.2008,6.2616,0.494,-0.194,0.8506
C3_GNN_LSTM_pfxf,MzWarWokalna,1,3.0451,4.4536,0.7504,-0.6226,0.9132
C3_GNN_LSTM_pfxf,MzWarWokalna,2,3.3374,4.872,0.7001,-0.4374,0.8943
C3_GNN_LSTM_pfxf,MzWarWokalna,3,3.6263,5.2789,0.6468,-0.3952,0.872
C3_GNN_LSTM_pfxf,MzWarWokalna,4,3.8769,5.5947,0.6019,-0.1415,0.8558
C3_GNN_LSTM_pfxf,MzWarWokalna,5,4.0848,5.8151,0.5689,0.1619,0.8457
C3_GNN_LSTM_pfxf,MzWarWokalna,6,4.2587,6.0091,0.539,0.3731,0.8365
C3_GNN_LSTM_pfxf,MzWarWokalna,7,4.4163,6.1879,0.5098,0.598,0.8302
C3_GNN_LSTM_pfxf,MzWarWokalna,8,4.4993,6.2878,0.492,0.6776,0.8265
C3_GNN_LSTM_pfxf,MzWarWokalna,9,4.5617,6.3583,0.4784,0.8143,0.8256
C3_GNN_LSTM_pfxf,MzWarWokalna,10,4.4727,6.282,0.4901,0.5417,0.8256
C3_GNN_LSTM_pfxf,MzWarWokalna,11,4.3762,6.1785,0.5073,0.3065,0.8291
C3_GNN_LSTM_pfxf,MzWarWokalna,12,4.374,6.1689,0.5091,0.2823,0.8293
C3_GNN_LSTM_pfxf,MzWarWokalna,13,4.3256,6.0993,0.5201,0.1351,0.8305
C3_GNN_LSTM_pfxf,MzWarWokalna,14,4.2871,6.0388,0.5292,-0.0355,0.8317
C3_GNN_LSTM_pfxf,MzWarWokalna,15,4.2416,6.0084,0.5341,-0.1916,0.831
C3_GNN_LSTM_pfxf,MzWarWokalna,16,4.2724,6.0535,0.5277,-0.0133,0.8332
C3_GNN_LSTM_pfxf,MzWarWokalna,17,4.2654,6.037,0.5308,0.0488,0.8344
C3_GNN_LSTM_pfxf,MzWarWokalna,18,4.2484,6.02,0.5325,0.0806,0.8362
C3_GNN_LSTM_pfxf,MzWarWokalna,19,4.2437,6.0098,0.5325,0.3911,0.8432
C3_GNN_LSTM_pfxf,MzWarWokalna,20,4.2122,5.9534,0.5405,0.2688,0.8445
C3_GNN_LSTM_pfxf,MzWarWokalna,21,4.1504,5.8957,0.5488,0.1397,0.8465
C3_GNN_LSTM_pfxf,MzWarWokalna,22,4.1665,5.9281,0.5435,0.3411,0.8501
C3_GNN_LSTM_pfxf,MzWarWokalna,23,4.2054,5.9629,0.5389,0.4739,0.8502
C3_GNN_LSTM_pfxf,MzWarWokalna,24,4.2122,5.9306,0.5443,0.5654,0.8506
C3_Stacking_pfxf,MzWarWokalna,1,1.2495,1.9307,0.9524,0.0801,0.9877
C3_Stacking_pfxf,MzWarWokalna,2,2.0958,3.127,0.8751,0.2958,0.9672
C3_Stacking_pfxf,MzWarWokalna,3,2.7062,3.9337,0.8023,0.4502,0.9462
C3_Stacking_pfxf,MzWarWokalna,4,3.1771,4.5226,0.7384,0.5641,0.9258
C3_Stacking_pfxf,MzWarWokalna,5,3.5097,4.9148,0.6904,0.5918,0.9085
C3_Stacking_pfxf,MzWarWokalna,6,3.8029,5.277,0.6425,0.7784,0.8929
C3_Stacking_pfxf,MzWarWokalna,7,3.9904,5.4751,0.6148,0.8667,0.8821
C3_Stacking_pfxf,MzWarWokalna,8,4.187,5.7036,0.5818,1.0433,0.8721
C3_Stacking_pfxf,MzWarWokalna,9,4.3187,5.8483,0.5598,1.1319,0.8634
C3_Stacking_pfxf,MzWarWokalna,10,4.4476,5.96,0.5429,1.2434,0.8583
C3_Stacking_pfxf,MzWarWokalna,11,4.5618,6.1006,0.5226,1.3023,0.8483
C3_Stacking_pfxf,MzWarWokalna,12,4.6486,6.2067,0.5068,1.3135,0.8422
C3_Stacking_pfxf,MzWarWokalna,13,4.7204,6.2991,0.4929,1.2579,0.8344
C3_Stacking_pfxf,MzWarWokalna,14,4.7587,6.3537,0.4851,1.2915,0.8306
C3_Stacking_pfxf,MzWarWokalna,15,4.7883,6.3824,0.4812,1.3373,0.8304
C3_Stacking_pfxf,MzWarWokalna,16,4.8073,6.405,0.4776,1.3706,0.8294
C3_Stacking_pfxf,MzWarWokalna,17,4.8321,6.4613,0.4699,1.37,0.825
C3_Stacking_pfxf,MzWarWokalna,18,4.8822,6.5272,0.4585,1.3551,0.8206
C3_Stacking_pfxf,MzWarWokalna,19,4.8435,6.493,0.4633,1.3346,0.8207
C3_Stacking_pfxf,MzWarWokalna,20,4.8605,6.5294,0.4576,1.3872,0.82
C3_Stacking_pfxf,MzWarWokalna,21,4.8808,6.5527,0.4547,1.3503,0.8172
C3_Stacking_pfxf,MzWarWokalna,22,4.879,6.546,0.4563,1.3438,0.8173
C3_Stacking_pfxf,MzWarWokalna,23,4.8873,6.5689,0.4539,1.306,0.8157
C3_Stacking_pfxf,MzWarWokalna,24,4.9177,6.6108,0.447,1.3715,0.8132
C1_XGBoost_pfxf,MzWarAlNiepo,1,1.306,2.097,0.9517,-0.1746,0.9872
C1_HGB_pfxf,MzWarAlNiepo,1,1.3191,2.1283,0.9502,-0.195,0.9868
C1_XGBoost_pfxf,MzWarAlNiepo,2,2.0945,3.2788,0.8817,-0.2266,0.9664
C1_HGB_pfxf,MzWarAlNiepo,2,2.094,3.2817,0.8815,-0.2235,0.9664
C1_XGBoost_pfxf,MzWarAlNiepo,3,2.6284,4.0726,0.8175,-0.1893,0.9454
C1_HGB_pfxf,MzWarAlNiepo,3,2.6369,4.1022,0.8149,-0.1997,0.9446
C1_XGBoost_pfxf,MzWarAlNiepo,4,3.0026,4.5967,0.7674,-0.0962,0.928
C1_HGB_pfxf,MzWarAlNiepo,4,3.0554,4.6285,0.7642,-0.0624,0.9283
C1_XGBoost_pfxf,MzWarAlNiepo,5,3.3129,5.0073,0.7237,-0.0083,0.9117
C1_HGB_pfxf,MzWarAlNiepo,5,3.3705,5.06,0.7178,0.0479,0.9114
C1_XGBoost_pfxf,MzWarAlNiepo,6,3.5404,5.3127,0.6888,0.0726,0.8985
C1_HGB_pfxf,MzWarAlNiepo,6,3.6108,5.4025,0.6782,0.1216,0.8962
C1_XGBoost_pfxf,MzWarAlNiepo,7,3.7367,5.6013,0.6538,0.1514,0.8847
C1_HGB_pfxf,MzWarAlNiepo,7,3.7975,5.6785,0.6442,0.2006,0.8826
C1_XGBoost_pfxf,MzWarAlNiepo,8,3.8872,5.7913,0.6298,0.2558,0.8757
C1_HGB_pfxf,MzWarAlNiepo,8,3.942,5.8975,0.6161,0.2981,0.8717
C1_XGBoost_pfxf,MzWarAlNiepo,9,4.0086,5.9311,0.6115,0.3636,0.8696
C1_HGB_pfxf,MzWarAlNiepo,9,4.0448,6.0352,0.5978,0.3861,0.8665
C1_XGBoost_pfxf,MzWarAlNiepo,10,4.1058,6.0626,0.5938,0.4843,0.8636
C1_HGB_pfxf,MzWarAlNiepo,10,4.1467,6.1067,0.5879,0.5397,0.8643
C1_XGBoost_pfxf,MzWarAlNiepo,11,4.1872,6.1874,0.5772,0.527,0.8569
C1_HGB_pfxf,MzWarAlNiepo,11,4.2483,6.2585,0.5674,0.6031,0.8551
C1_XGBoost_pfxf,MzWarAlNiepo,12,4.2851,6.309,0.5608,0.6067,0.85
C1_HGB_pfxf,MzWarAlNiepo,12,4.3526,6.3951,0.5487,0.6762,0.8463
C1_XGBoost_pfxf,MzWarAlNiepo,13,4.3854,6.4239,0.5451,0.6517,0.8441
C1_HGB_pfxf,MzWarAlNiepo,13,4.4459,6.5146,0.5322,0.7162,0.8381
C1_XGBoost_pfxf,MzWarAlNiepo,14,4.4312,6.5112,0.5337,0.684,0.8388
C1_HGB_pfxf,MzWarAlNiepo,14,4.4782,6.6227,0.5176,0.7074,0.8318
C1_XGBoost_pfxf,MzWarAlNiepo,15,4.4884,6.5962,0.522,0.7105,0.8342
C1_HGB_pfxf,MzWarAlNiepo,15,4.5184,6.652,0.5138,0.806,0.8319
C1_XGBoost_pfxf,MzWarAlNiepo,16,4.4935,6.6163,0.5192,0.738,0.8319
C1_HGB_pfxf,MzWarAlNiepo,16,4.5554,6.7364,0.5016,0.7007,0.8247
C1_XGBoost_pfxf,MzWarAlNiepo,17,4.564,6.7293,0.5023,0.8128,0.8266
C1_HGB_pfxf,MzWarAlNiepo,17,4.5755,6.7325,0.5018,0.8307,0.8274
C1_XGBoost_pfxf,MzWarAlNiepo,18,4.5699,6.7369,0.5007,0.8606,0.8257
C1_HGB_pfxf,MzWarAlNiepo,18,4.6072,6.7211,0.5031,0.9626,0.8293
C1_XGBoost_pfxf,MzWarAlNiepo,19,4.6466,6.8502,0.4835,1.0203,0.8231
C1_HGB_pfxf,MzWarAlNiepo,19,4.716,6.8584,0.4823,1.0024,0.8188
C1_XGBoost_pfxf,MzWarAlNiepo,20,4.7026,6.9192,0.473,1.0332,0.8185
C1_HGB_pfxf,MzWarAlNiepo,20,4.7238,6.8403,0.485,0.983,0.8208
C1_XGBoost_pfxf,MzWarAlNiepo,21,4.6978,6.8961,0.477,1.0941,0.8202
C1_HGB_pfxf,MzWarAlNiepo,21,4.789,6.8676,0.4813,1.1416,0.8205
C1_XGBoost_pfxf,MzWarAlNiepo,22,4.7121,6.9221,0.4732,1.0106,0.8164
C1_HGB_pfxf,MzWarAlNiepo,22,4.8316,6.9604,0.4673,1.1219,0.8144
C1_XGBoost_pfxf,MzWarAlNiepo,23,4.7091,6.8976,0.4766,1.0313,0.8182
C1_HGB_pfxf,MzWarAlNiepo,23,4.8152,6.9233,0.4727,1.1269,0.8158
C1_XGBoost_pfxf,MzWarAlNiepo,24,4.7609,7.0035,0.4613,1.0273,0.8107
C1_HGB_pfxf,MzWarAlNiepo,24,4.8344,7.033,0.4567,1.0808,0.8087
C2_CNN_LSTM_pfxf,MzWarAlNiepo,1,2.9441,4.4425,0.7825,-1.0495,0.9289
C2_CNN_LSTM_pfxf,MzWarAlNiepo,2,3.1965,4.8096,0.7443,-0.7341,0.916
C2_CNN_LSTM_pfxf,MzWarAlNiepo,3,3.5035,5.2613,0.6933,-0.5582,0.8977
C2_CNN_LSTM_pfxf,MzWarAlNiepo,4,3.7476,5.6033,0.651,-0.4436,0.8836
C2_CNN_LSTM_pfxf,MzWarAlNiepo,5,3.9489,5.863,0.6166,-0.2767,0.872
C2_CNN_LSTM_pfxf,MzWarAlNiepo,6,4.1627,6.0903,0.5853,0.13,0.8647
C2_CNN_LSTM_pfxf,MzWarAlNiepo,7,4.1908,6.1601,0.5748,-0.1767,0.8579
C2_CNN_LSTM_pfxf,MzWarAlNiepo,8,4.2707,6.2731,0.5583,-0.1434,0.8551
C2_CNN_LSTM_pfxf,MzWarAlNiepo,9,4.3357,6.3288,0.5499,0.015,0.8534
C2_CNN_LSTM_pfxf,MzWarAlNiepo,10,4.3382,6.3872,0.5409,-0.2583,0.8472
C2_CNN_LSTM_pfxf,MzWarAlNiepo,11,4.3461,6.3985,0.5393,-0.3511,0.8471
C2_CNN_LSTM_pfxf,MzWarAlNiepo,12,4.3477,6.381,0.5419,-0.0886,0.8525
C2_CNN_LSTM_pfxf,MzWarAlNiepo,13,4.3409,6.3794,0.5423,-0.1078,0.8529
C2_CNN_LSTM_pfxf,MzWarAlNiepo,14,4.3966,6.458,0.5318,0.126,0.8536
C2_CNN_LSTM_pfxf,MzWarAlNiepo,15,4.4709,6.5634,0.5168,0.4154,0.8542
C2_CNN_LSTM_pfxf,MzWarAlNiepo,16,4.5097,6.5985,0.5117,0.641,0.856
C2_CNN_LSTM_pfxf,MzWarAlNiepo,17,4.4613,6.588,0.5128,0.2077,0.8515
C2_CNN_LSTM_pfxf,MzWarAlNiepo,18,4.4305,6.5973,0.5107,-0.0967,0.8496
C2_CNN_LSTM_pfxf,MzWarAlNiepo,19,4.4996,6.6745,0.4983,0.1813,0.8493
C2_CNN_LSTM_pfxf,MzWarAlNiepo,20,4.5362,6.7393,0.4878,0.2185,0.8472
C2_CNN_LSTM_pfxf,MzWarAlNiepo,21,4.6113,6.8452,0.4717,0.5661,0.8458
C2_CNN_LSTM_pfxf,MzWarAlNiepo,22,4.555,6.779,0.4823,0.3433,0.8472
C2_CNN_LSTM_pfxf,MzWarAlNiepo,23,4.5814,6.7896,0.4813,0.5642,0.8464
C2_CNN_LSTM_pfxf,MzWarAlNiepo,24,4.6322,6.8311,0.4767,0.5909,0.842
C3_GNN_LSTM_pfxf,MzWarAlNiepo,1,3.5602,5.5331,0.6802,-1.1029,0.8811
C3_GNN_LSTM_pfxf,MzWarAlNiepo,2,3.8703,5.9542,0.628,-0.8697,0.8594
C3_GNN_LSTM_pfxf,MzWarAlNiepo,3,4.1881,6.4117,0.5673,-0.8959,0.8319
C3_GNN_LSTM_pfxf,MzWarAlNiepo,4,4.4411,6.7126,0.5236,-0.6184,0.8162
C3_GNN_LSTM_pfxf,MzWarAlNiepo,5,4.7049,6.9746,0.4842,-0.2245,0.8024
C3_GNN_LSTM_pfxf,MzWarAlNiepo,6,4.9015,7.1755,0.4523,0.0485,0.7932
C3_GNN_LSTM_pfxf,MzWarAlNiepo,7,5.1021,7.3906,0.4185,0.3578,0.7859
C3_GNN_LSTM_pfxf,MzWarAlNiepo,8,5.1745,7.4768,0.4034,0.4193,0.7847
C3_GNN_LSTM_pfxf,MzWarAlNiepo,9,5.2389,7.5316,0.3925,0.6194,0.7856
C3_GNN_LSTM_pfxf,MzWarAlNiepo,10,5.1068,7.418,0.4082,0.2188,0.787
C3_GNN_LSTM_pfxf,MzWarAlNiepo,11,4.9943,7.2963,0.4269,-0.0436,0.7917
C3_GNN_LSTM_pfxf,MzWarAlNiepo,12,4.9838,7.2862,0.4282,-0.1453,0.7916
C3_GNN_LSTM_pfxf,MzWarAlNiepo,13,4.9287,7.2348,0.4358,-0.3299,0.7911
C3_GNN_LSTM_pfxf,MzWarAlNiepo,14,4.8369,7.1578,0.4475,-0.6641,0.7932
C3_GNN_LSTM_pfxf,MzWarAlNiepo,15,4.8083,7.1347,0.4507,-0.8033,0.7921
C3_GNN_LSTM_pfxf,MzWarAlNiepo,16,4.854,7.1925,0.4421,-0.6716,0.7935
C3_GNN_LSTM_pfxf,MzWarAlNiepo,17,4.8551,7.1895,0.4427,-0.531,0.7927
C3_GNN_LSTM_pfxf,MzWarAlNiepo,18,4.8233,7.185,0.4423,-0.6232,0.7923
C3_GNN_LSTM_pfxf,MzWarAlNiepo,19,4.8584,7.1804,0.4414,-0.1318,0.7996
C3_GNN_LSTM_pfxf,MzWarAlNiepo,20,4.8204,7.1273,0.4482,-0.3026,0.7997
C3_GNN_LSTM_pfxf,MzWarAlNiepo,21,4.7858,7.1032,0.4516,-0.5262,0.7999
C3_GNN_LSTM_pfxf,MzWarAlNiepo,22,4.8038,7.1338,0.4469,-0.3001,0.8042
C3_GNN_LSTM_pfxf,MzWarAlNiepo,23,4.8191,7.1069,0.4516,-0.1563,0.8078
C3_GNN_LSTM_pfxf,MzWarAlNiepo,24,4.8214,7.1031,0.4547,-0.1692,0.8062
C3_Stacking_pfxf,MzWarAlNiepo,1,1.4392,2.2436,0.9447,0.197,0.9856
C3_Stacking_pfxf,MzWarAlNiepo,2,2.3199,3.4571,0.8685,0.4374,0.9638
C3_Stacking_pfxf,MzWarAlNiepo,3,2.999,4.3898,0.788,0.6749,0.9394
C3_Stacking_pfxf,MzWarAlNiepo,4,3.5436,5.0599,0.7182,0.8335,0.9163
C3_Stacking_pfxf,MzWarAlNiepo,5,3.9851,5.5862,0.6561,1.0887,0.8963
C3_Stacking_pfxf,MzWarAlNiepo,6,4.3061,5.9722,0.6067,1.2372,0.8773
C3_Stacking_pfxf,MzWarAlNiepo,7,4.5842,6.3141,0.5601,1.4437,0.8594
C3_Stacking_pfxf,MzWarAlNiepo,8,4.7539,6.5301,0.5293,1.581,0.849
C3_Stacking_pfxf,MzWarAlNiepo,9,4.8754,6.6863,0.5063,1.6244,0.8381
C3_Stacking_pfxf,MzWarAlNiepo,10,5.0014,6.8252,0.4852,1.685,0.8272
C3_Stacking_pfxf,MzWarAlNiepo,11,5.1086,6.9642,0.4644,1.6839,0.8164
C3_Stacking_pfxf,MzWarAlNiepo,12,5.2173,7.0749,0.4476,1.8066,0.8097
C3_Stacking_pfxf,MzWarAlNiepo,13,5.2912,7.1665,0.4339,1.7822,0.8004
C3_Stacking_pfxf,MzWarAlNiepo,14,5.3785,7.2473,0.4223,1.9299,0.798
C3_Stacking_pfxf,MzWarAlNiepo,15,5.4677,7.3709,0.4031,1.9679,0.7869
C3_Stacking_pfxf,MzWarAlNiepo,16,5.5238,7.4199,0.3953,2.0668,0.786
C3_Stacking_pfxf,MzWarAlNiepo,17,5.542,7.4272,0.3937,2.0182,0.783
C3_Stacking_pfxf,MzWarAlNiepo,18,5.5968,7.4882,0.3831,2.0404,0.7763
C3_Stacking_pfxf,MzWarAlNiepo,19,5.5898,7.4732,0.3853,2.0505,0.7753
C3_Stacking_pfxf,MzWarAlNiepo,20,5.6184,7.5045,0.3801,2.1051,0.774
C3_Stacking_pfxf,MzWarAlNiepo,21,5.637,7.5027,0.381,2.1389,0.7741
C3_Stacking_pfxf,MzWarAlNiepo,22,5.6453,7.5425,0.3745,2.0549,0.7676
C3_Stacking_pfxf,MzWarAlNiepo,23,5.6757,7.5373,0.3751,2.1063,0.7676
C3_Stacking_pfxf,MzWarAlNiepo,24,5.714,7.6088,0.3642,2.1428,0.7635
C1_XGBoost_pfxf,MzLegZegrzyn,1,1.6881,3.5192,0.9099,-0.1102,0.9759
C1_HGB_pfxf,MzLegZegrzyn,1,1.6975,3.5571,0.908,-0.0889,0.9755
C1_XGBoost_pfxf,MzLegZegrzyn,2,2.555,4.7815,0.8334,-0.0792,0.9533
C1_HGB_pfxf,MzLegZegrzyn,2,2.561,4.7816,0.8334,-0.0274,0.954
C1_XGBoost_pfxf,MzLegZegrzyn,3,3.1544,5.571,0.7738,0.0129,0.9345
C1_HGB_pfxf,MzLegZegrzyn,3,3.1529,5.6009,0.7714,0.0821,0.9345
C1_XGBoost_pfxf,MzLegZegrzyn,4,3.5026,6.0597,0.7319,0.2472,0.9227
C1_HGB_pfxf,MzLegZegrzyn,4,3.567,6.2015,0.7192,0.1799,0.9165
C1_XGBoost_pfxf,MzLegZegrzyn,5,3.7909,6.4399,0.6964,0.356,0.9105
C1_HGB_pfxf,MzLegZegrzyn,5,3.8438,6.512,0.6896,0.2281,0.9052
C1_XGBoost_pfxf,MzLegZegrzyn,6,4.0491,6.7083,0.6706,0.5217,0.9013
C1_HGB_pfxf,MzLegZegrzyn,6,4.1094,6.8859,0.653,0.3373,0.8917
C1_XGBoost_pfxf,MzLegZegrzyn,7,4.2401,6.9239,0.6481,0.6562,0.894
C1_HGB_pfxf,MzLegZegrzyn,7,4.2829,7.0508,0.6351,0.4352,0.8843
C1_XGBoost_pfxf,MzLegZegrzyn,8,4.3891,7.121,0.6275,0.8421,0.8894
C1_HGB_pfxf,MzLegZegrzyn,8,4.4664,7.259,0.613,0.6588,0.8796
C1_XGBoost_pfxf,MzLegZegrzyn,9,4.575,7.4098,0.5978,1.004,0.8812
C1_HGB_pfxf,MzLegZegrzyn,9,4.6435,7.5611,0.5812,0.8295,0.8701
C1_XGBoost_pfxf,MzLegZegrzyn,10,4.6958,7.5918,0.5785,1.1391,0.8751
C1_HGB_pfxf,MzLegZegrzyn,10,4.8089,7.7581,0.5598,1.1462,0.8683
C1_XGBoost_pfxf,MzLegZegrzyn,11,4.7598,7.6822,0.5693,1.153,0.8701
C1_HGB_pfxf,MzLegZegrzyn,11,4.8664,7.8672,0.5483,1.1638,0.864
C1_XGBoost_pfxf,MzLegZegrzyn,12,4.843,7.7784,0.5602,1.199,0.8662
C1_HGB_pfxf,MzLegZegrzyn,12,4.958,8.0774,0.5257,1.2834,0.8595
C1_XGBoost_pfxf,MzLegZegrzyn,13,4.9181,7.8832,0.5489,1.241,0.863
C1_HGB_pfxf,MzLegZegrzyn,13,4.9938,8.147,0.5182,1.2212,0.8536
C1_XGBoost_pfxf,MzLegZegrzyn,14,4.9592,7.9276,0.5448,1.3511,0.8638
C1_HGB_pfxf,MzLegZegrzyn,14,5.0693,8.1966,0.5134,1.3215,0.8542
C1_XGBoost_pfxf,MzLegZegrzyn,15,4.981,7.9644,0.5421,1.3641,0.8624
C1_HGB_pfxf,MzLegZegrzyn,15,5.0528,8.145,0.5211,1.3917,0.8554
C1_XGBoost_pfxf,MzLegZegrzyn,16,5.0266,8.016,0.5362,1.4742,0.8614
C1_HGB_pfxf,MzLegZegrzyn,16,5.0905,8.1799,0.5171,1.4285,0.8547
C1_XGBoost_pfxf,MzLegZegrzyn,17,5.0319,7.9646,0.5425,1.4848,0.8638
C1_HGB_pfxf,MzLegZegrzyn,17,5.117,8.13,0.5233,1.5248,0.857
C1_XGBoost_pfxf,MzLegZegrzyn,18,5.1209,8.0751,0.5281,1.5723,0.8595
C1_HGB_pfxf,MzLegZegrzyn,18,5.182,8.2383,0.5088,1.4808,0.8502
C1_XGBoost_pfxf,MzLegZegrzyn,19,5.105,8.0615,0.5302,1.5051,0.8572
C1_HGB_pfxf,MzLegZegrzyn,19,5.1556,8.1283,0.5224,1.1893,0.8461
C1_XGBoost_pfxf,MzLegZegrzyn,20,5.1452,8.124,0.5233,1.5729,0.8553
C1_HGB_pfxf,MzLegZegrzyn,20,5.1565,8.0942,0.5268,1.2752,0.8489
C1_XGBoost_pfxf,MzLegZegrzyn,21,5.1665,8.1333,0.5233,1.6172,0.8577
C1_HGB_pfxf,MzLegZegrzyn,21,5.1367,8.0046,0.5383,1.2536,0.8532
C1_XGBoost_pfxf,MzLegZegrzyn,22,5.1381,8.1225,0.5242,1.5656,0.8574
C1_HGB_pfxf,MzLegZegrzyn,22,5.1553,7.9935,0.5392,1.3044,0.8537
C1_XGBoost_pfxf,MzLegZegrzyn,23,5.1529,8.089,0.528,1.4666,0.8565
C1_HGB_pfxf,MzLegZegrzyn,23,5.1839,8.0636,0.531,1.2905,0.8502
C1_XGBoost_pfxf,MzLegZegrzyn,24,5.1607,8.1025,0.5265,1.4297,0.855
C1_HGB_pfxf,MzLegZegrzyn,24,5.1995,8.1409,0.5219,1.2411,0.8469
C2_CNN_LSTM_pfxf,MzLegZegrzyn,1,3.5227,5.5453,0.7728,0.568,0.9361
C2_CNN_LSTM_pfxf,MzLegZegrzyn,2,3.7423,6.0401,0.7294,0.1033,0.9204
C2_CNN_LSTM_pfxf,MzLegZegrzyn,3,4.0415,6.5402,0.6822,0.1576,0.9051
C2_CNN_LSTM_pfxf,MzLegZegrzyn,4,4.4769,7.0746,0.6266,1.0392,0.8952
C2_CNN_LSTM_pfxf,MzLegZegrzyn,5,4.6241,7.2665,0.6045,0.9674,0.8881
C2_CNN_LSTM_pfxf,MzLegZegrzyn,6,4.8702,7.6471,0.5614,1.3612,0.8807
C2_CNN_LSTM_pfxf,MzLegZegrzyn,7,4.8386,7.6367,0.5606,1.0536,0.8777
C2_CNN_LSTM_pfxf,MzLegZegrzyn,8,4.9653,7.8268,0.5375,1.3802,0.8754
C2_CNN_LSTM_pfxf,MzLegZegrzyn,9,4.9302,7.8156,0.5396,1.1982,0.8731
C2_CNN_LSTM_pfxf,MzLegZegrzyn,10,4.987,7.8628,0.5345,1.3591,0.8729
C2_CNN_LSTM_pfxf,MzLegZegrzyn,11,5.0355,7.8927,0.5317,1.4616,0.8715
